S No.,Manufacturer/Importer Name and address,License Number,Name of Device and Device Class,Intended Use,Brand Name,Model Numbers,Issuing Authority,Action,Address,Intended,Price (INR),Specifications / Details
57,"Zenith Medical Devices, Tower B, BKC, Bandra East, Mumbai, Maharashtra",Licence no: IMP/MD/2021/00584 Issued on: 09-MAY-2021,"Patient Monitor, class type: Class B","Measures, records, distributes and displays combinations of biometric values.",Vital-Max,Vital-7661,SLA - Telangana,,"Legal Manufacturing Site : Zenith Medical Devices Unit, Maharashtra","Measures, records, distributes and displays combinations of biometric values.",120000,Dimensions: 30 x 20 x 15 cm | Weight: ~2-10 kg | Power: 110V/220V AC or Battery
58,"NovaBio Tech, Phase 8, Industrial Area, Mohali, Punjab",Licence no: IMP/MD/2018/00808 Issued on: 18-JAN-2018,"Patient Monitor, class type: Class B","Measures, records, distributes and displays combinations of biometric values.",Vital-Ultra,Vital-7598,SLA - Gujarat,,"Legal Manufacturing Site : NovaBio Tech Unit, Punjab","Measures, records, distributes and displays combinations of biometric values.",100000,Dimensions: 30 x 20 x 15 cm | Weight: ~2-10 kg | Power: 110V/220V AC or Battery
59,"Zenith Medical Devices, Tower B, BKC, Bandra East, Mumbai, Maharashtra",Licence no: IMP/MD/2024/00963 Issued on: 24-AUG-2024,"Patient Monitor, class type: Class B","Measures, records, distributes and displays combinations of biometric values.",Vital-Pro,Vital-9052B,SLA - Telangana,,"Legal Manufacturing Site : Zenith Medical Devices Unit, Maharashtra","Measures, records, distributes and displays combinations of biometric values.",120000,Dimensions: 30 x 20 x 15 cm | Weight: ~2-10 kg | Power: 110V/220V AC or Battery
60,"LifeCare Innovations, Tech Park, OMR, Chennai, Tamil Nadu",Licence no: IMP/MD/2022/00902 Issued on: 22-OCT-2022,"Patient Monitor, class type: Class B","Measures, records, distributes and displays combinations of biometric values.",Vital-Elite,Vital-8216X,CLA - CDSCO,,"Legal Manufacturing Site : LifeCare Innovations Unit, Tamil Nadu","Measures, records, distributes and displays combinations of biometric values.",77000,Dimensions: 30 x 20 x 15 cm | Weight: ~2-10 kg | Power: 110V/220V AC or Battery
61,"Apex Surgical Imports, 12, GIDC, Makarpura, Vadodara, Gujarat",Licence no: IMP/MD/2023/00826 Issued on: 27-AUG-2023,"Patient Monitor, class type: Class B","Measures, records, distributes and displays combinations of biometric values.",Vital-Pro,Vital-8003A,SLA - Tamil Nadu,,"Legal Manufacturing Site : Apex Surgical Imports Unit, Gujarat","Measures, records, distributes and displays combinations of biometric values.",190000,Dimensions: 30 x 20 x 15 cm | Weight: ~2-10 kg | Power: 110V/220V AC or Battery
62,"MediCorp India Pvt Ltd, Cyber City, Phase 2, Gurgaon, Haryana",Licence no: MFG/MD/2019/00855 Issued on: 16-NOV-2019,"Pulse Oximeter, class type: Class B",Continuous non-invasive monitoring of functional oxygen saturation of arterial hemoglobin (SpO2).,Oxi-Ultra,Oxi-6656X,CLA - CDSCO,,"Legal Manufacturing Site : MediCorp India Pvt Ltd Unit, Haryana",Continuous non-invasive monitoring of functional oxygen saturation of arterial hemoglobin (SpO2).,1300,Dimensions: 30 x 20 x 15 cm | Weight: ~2-10 kg | Power: 110V/220V AC or Battery
63,"Pioneer Health Systems, Sector V, Salt Lake, Kolkata, West Bengal",Licence no: IMP/MD/2021/00852 Issued on: 04-MAR-2021,"Pulse Oximeter, class type: Class B",Continuous non-invasive monitoring of functional oxygen saturation of arterial hemoglobin (SpO2).,Oxi-Elite,Oxi-4259,SLA - Karnataka,,"Legal Manufacturing Site : Pioneer Health Systems Unit, West Bengal",Continuous non-invasive monitoring of functional oxygen saturation of arterial hemoglobin (SpO2).,550,Dimensions: 30 x 20 x 15 cm | Weight: ~2-10 kg | Power: 110V/220V AC or Battery
64,"Astra Medical Supplies, Ring Road, Surat, Gujarat",Licence no: IMP/MD/2022/00241 Issued on: 25-NOV-2022,"Pulse Oximeter, class type: Class B",Continuous non-invasive monitoring of functional oxygen saturation of arterial hemoglobin (SpO2).,Oxi-Basic,Oxi-9022B,SLA - Delhi,,"Legal Manufacturing Site : Astra Medical Supplies Unit, Gujarat",Continuous non-invasive monitoring of functional oxygen saturation of arterial hemoglobin (SpO2).,1600,Dimensions: 30 x 20 x 15 cm | Weight: ~2-10 kg | Power: 110V/220V AC or Battery
65,"Zenith Medical Devices, Tower B, BKC, Bandra East, Mumbai, Maharashtra",Licence no: IMP/MD/2022/00606 Issued on: 16-SEP-2022,"Pulse Oximeter, class type: Class B",Continuous non-invasive monitoring of functional oxygen saturation of arterial hemoglobin (SpO2).,Oxi-Ultra,Oxi-6170X,SLA - Telangana,,"Legal Manufacturing Site : Zenith Medical Devices Unit, Maharashtra",Continuous non-invasive monitoring of functional oxygen saturation of arterial hemoglobin (SpO2).,1900,Dimensions: 30 x 20 x 15 cm | Weight: ~2-10 kg | Power: 110V/220V AC or Battery
66,"LifeCare Innovations, Tech Park, OMR, Chennai, Tamil Nadu",Licence no: IMP/MD/2023/00649 Issued on: 11-MAR-2023,"Pulse Oximeter, class type: Class B",Continuous non-invasive monitoring of functional oxygen saturation of arterial hemoglobin (SpO2).,Oxi-Ultra,Oxi-6436B,SLA - Telangana,,"Legal Manufacturing Site : LifeCare Innovations Unit, Tamil Nadu",Continuous non-invasive monitoring of functional oxygen saturation of arterial hemoglobin (SpO2).,1300,Dimensions: 30 x 20 x 15 cm | Weight: ~2-10 kg | Power: 110V/220V AC or Battery
67,"Astra Medical Supplies, Ring Road, Surat, Gujarat",Licence no: MFG/MD/2020/00556 Issued on: 09-JUN-2020,"Surgical Scalpel, class type: Class A",Used for tissue separation and other procedures that require a sharp surgical blade to puncture or cut.,Scalp-Max,Scalp-5071B,SLA - Tamil Nadu,,"Legal Manufacturing Site : Astra Medical Supplies Unit, Gujarat",Used for tissue separation and other procedures that require a sharp surgical blade to puncture or cut.,230,Dimensions: Varied (Small/Compact) | Weight: < 1 kg | Material: Medical Grade
68,"Astra Medical Supplies, Ring Road, Surat, Gujarat",Licence no: MFG/MD/2024/00614 Issued on: 04-AUG-2024,"Surgical Scalpel, class type: Class A",Used for tissue separation and other procedures that require a sharp surgical blade to puncture or cut.,Scalp-Advance,Scalp-6678,SLA - Karnataka,,"Legal Manufacturing Site : Astra Medical Supplies Unit, Gujarat",Used for tissue separation and other procedures that require a sharp surgical blade to puncture or cut.,220,Dimensions: Varied (Small/Compact) | Weight: < 1 kg | Material: Medical Grade
69,"Astra Medical Supplies, Ring Road, Surat, Gujarat",Licence no: IMP/MD/2021/00938 Issued on: 18-DEC-2021,"Surgical Scalpel, class type: Class A",Used for tissue separation and other procedures that require a sharp surgical blade to puncture or cut.,Scalp-Plus,Scalp-2276B,SLA - Karnataka,,"Legal Manufacturing Site : Astra Medical Supplies Unit, Gujarat",Used for tissue separation and other procedures that require a sharp surgical blade to puncture or cut.,240,Dimensions: Varied (Small/Compact) | Weight: < 1 kg | Material: Medical Grade
70,"NovaBio Tech, Phase 8, Industrial Area, Mohali, Punjab",Licence no: MFG/MD/2021/00715 Issued on: 20-JAN-2021,"Surgical Scalpel, class type: Class A",Used for tissue separation and other procedures that require a sharp surgical blade to puncture or cut.,Scalp-Plus,Scalp-4049B,SLA - Maharashtra,,"Legal Manufacturing Site : NovaBio Tech Unit, Punjab",Used for tissue separation and other procedures that require a sharp surgical blade to puncture or cut.,170,Dimensions: Varied (Small/Compact) | Weight: < 1 kg | Material: Medical Grade
71,"Global Health Solutions, Plot 45, Industrial Area, Peenya, Bangalore",Licence no: IMP/MD/2021/00830 Issued on: 24-DEC-2021,"Surgical Scalpel, class type: Class A",Used for tissue separation and other procedures that require a sharp surgical blade to puncture or cut.,Scalp-Plus,Scalp-2803A,SLA - Delhi,,"Legal Manufacturing Site : Global Health Solutions Unit, Bangalore",Used for tissue separation and other procedures that require a sharp surgical blade to puncture or cut.,280,Dimensions: Varied (Small/Compact) | Weight: < 1 kg | Material: Medical Grade
72,"Apex Surgical Imports, 12, GIDC, Makarpura, Vadodara, Gujarat",Licence no: IMP/MD/2021/00834 Issued on: 20-FEB-2021,"Surgical Scalpel, class type: Class A",Used for tissue separation and other procedures that require a sharp surgical blade to puncture or cut.,Scalp-X,Scalp-1696A,SLA - Karnataka,,"Legal Manufacturing Site : Apex Surgical Imports Unit, Gujarat",Used for tissue separation and other procedures that require a sharp surgical blade to puncture or cut.,270,Dimensions: Varied (Small/Compact) | Weight: < 1 kg | Material: Medical Grade
73,"NovaBio Tech, Phase 8, Industrial Area, Mohali, Punjab",Licence no: IMP/MD/2018/00631 Issued on: 03-JAN-2018,"Surgical Scalpel, class type: Class A",Used for tissue separation and other procedures that require a sharp surgical blade to puncture or cut.,Scalp-Max,Scalp-3484,SLA - Maharashtra,,"Legal Manufacturing Site : NovaBio Tech Unit, Punjab",Used for tissue separation and other procedures that require a sharp surgical blade to puncture or cut.,160,Dimensions: Varied (Small/Compact) | Weight: < 1 kg | Material: Medical Grade
74,"Quantum Care Co., Jubilee Hills, Hyderabad, Telangana",Licence no: MFG/MD/2020/00434 Issued on: 14-FEB-2020,"Surgical Sutures, class type: Class C",For use in general soft tissue approximation and/or ligation.,Suture-Basic,Suture-5006,SLA - Gujarat,,"Legal Manufacturing Site : Quantum Care Co. Unit, Telangana",For use in general soft tissue approximation and/or ligation.,520,Dimensions: Varied (Small/Compact) | Weight: < 1 kg | Material: Medical Grade
75,"MediCorp India Pvt Ltd, Cyber City, Phase 2, Gurgaon, Haryana",Licence no: IMP/MD/2022/00223 Issued on: 26-JUL-2022,"Surgical Sutures, class type: Class C",For use in general soft tissue approximation and/or ligation.,Suture-Max,Suture-2278B,SLA - Karnataka,,"Legal Manufacturing Site : MediCorp India Pvt Ltd Unit, Haryana",For use in general soft tissue approximation and/or ligation.,400,Dimensions: Varied (Small/Compact) | Weight: < 1 kg | Material: Medical Grade
76,"MediCorp India Pvt Ltd, Cyber City, Phase 2, Gurgaon, Haryana",Licence no: MFG/MD/2024/00949 Issued on: 02-AUG-2024,"Surgical Sutures, class type: Class C",For use in general soft tissue approximation and/or ligation.,Suture-Max,Suture-9324X,SLA - Gujarat,,"Legal Manufacturing Site : MediCorp India Pvt Ltd Unit, Haryana",For use in general soft tissue approximation and/or ligation.,690,Dimensions: Varied (Small/Compact) | Weight: < 1 kg | Material: Medical Grade
77,"Global Health Solutions, Plot 45, Industrial Area, Peenya, Bangalore",Licence no: MFG/MD/2019/00858 Issued on: 12-MAY-2019,"Surgical Sutures, class type: Class C",For use in general soft tissue approximation and/or ligation.,Suture-Advance,Suture-9165B,SLA - Gujarat,,"Legal Manufacturing Site : Global Health Solutions Unit, Bangalore",For use in general soft tissue approximation and/or ligation.,360,Dimensions: Varied (Small/Compact) | Weight: < 1 kg | Material: Medical Grade
78,"Apex Surgical Imports, 12, GIDC, Makarpura, Vadodara, Gujarat",Licence no: MFG/MD/2023/00348 Issued on: 24-JAN-2023,"Surgical Sutures, class type: Class C",For use in general soft tissue approximation and/or ligation.,Suture-Ultra,Suture-9403A,SLA - Gujarat,,"Legal Manufacturing Site : Apex Surgical Imports Unit, Gujarat",For use in general soft tissue approximation and/or ligation.,780,Dimensions: Varied (Small/Compact) | Weight: < 1 kg | Material: Medical Grade
79,"LifeCare Innovations, Tech Park, OMR, Chennai, Tamil Nadu",Licence no: MFG/MD/2022/00192 Issued on: 03-APR-2022,"Surgical Sutures, class type: Class C",For use in general soft tissue approximation and/or ligation.,Suture-Pro,Suture-3688X,SLA - Tamil Nadu,,"Legal Manufacturing Site : LifeCare Innovations Unit, Tamil Nadu",For use in general soft tissue approximation and/or ligation.,990,Dimensions: Varied (Small/Compact) | Weight: < 1 kg | Material: Medical Grade
80,"MediCorp India Pvt Ltd, Cyber City, Phase 2, Gurgaon, Haryana",Licence no: IMP/MD/2021/00733 Issued on: 17-NOV-2021,"Surgical Sutures, class type: Class C",For use in general soft tissue approximation and/or ligation.,Suture-Advance,Suture-6347,SLA - Tamil Nadu,,"Legal Manufacturing Site : MediCorp India Pvt Ltd Unit, Haryana",For use in general soft tissue approximation and/or ligation.,830,Dimensions: Varied (Small/Compact) | Weight: < 1 kg | Material: Medical Grade
81,"NovaBio Tech, Phase 8, Industrial Area, Mohali, Punjab",Licence no: IMP/MD/2023/00347 Issued on: 22-OCT-2023,"Surgical Sutures, class type: Class C",For use in general soft tissue approximation and/or ligation.,Suture-Pro,Suture-8759A,SLA - Maharashtra,,"Legal Manufacturing Site : NovaBio Tech Unit, Punjab",For use in general soft tissue approximation and/or ligation.,210,Dimensions: Varied (Small/Compact) | Weight: < 1 kg | Material: Medical Grade
82,"Spark Peripheral Technologies, Shop 1, Moolchand Market, New Delhi",Licence no: IMP/MD/2024/00903 Issued on: 26-AUG-2024,"Surgical Sutures, class type: Class C",For use in general soft tissue approximation and/or ligation.,Suture-X,Suture-5687,SLA - Gujarat,,"Legal Manufacturing Site : Spark Peripheral Technologies Unit, New Delhi",For use in general soft tissue approximation and/or ligation.,580,Dimensions: Varied (Small/Compact) | Weight: < 1 kg | Material: Medical Grade
83,"Apex Surgical Imports, 12, GIDC, Makarpura, Vadodara, Gujarat",Licence no: IMP/MD/2018/00214 Issued on: 10-MAR-2018,"Surgical Sutures, class type: Class C",For use in general soft tissue approximation and/or ligation.,Suture-Elite,Suture-5688X,SLA - Maharashtra,,"Legal Manufacturing Site : Apex Surgical Imports Unit, Gujarat",For use in general soft tissue approximation and/or ligation.,900,Dimensions: Varied (Small/Compact) | Weight: < 1 kg | Material: Medical Grade
84,"Quantum Care Co., Jubilee Hills, Hyderabad, Telangana",Licence no: IMP/MD/2023/00977 Issued on: 20-FEB-2023,"Surgical Sutures, class type: Class C",For use in general soft tissue approximation and/or ligation.,Suture-Elite,Suture-9988X,CLA - CDSCO,,"Legal Manufacturing Site : Quantum Care Co. Unit, Telangana",For use in general soft tissue approximation and/or ligation.,640,Dimensions: Varied (Small/Compact) | Weight: < 1 kg | Material: Medical Grade
85,"Pioneer Health Systems, Sector V, Salt Lake, Kolkata, West Bengal",Licence no: IMP/MD/2023/00201 Issued on: 01-NOV-2023,"Ultrasound Diagnostic System, class type: Class B",Diagnostic imaging technique based on the application of ultrasound.,Ultra-X,Ultra-9248,CLA - CDSCO,,"Legal Manufacturing Site : Pioneer Health Systems Unit, West Bengal",Diagnostic imaging technique based on the application of ultrasound.,2210000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
86,"Global Health Solutions, Plot 45, Industrial Area, Peenya, Bangalore",Licence no: IMP/MD/2019/00563 Issued on: 16-JUN-2019,"Ultrasound Diagnostic System, class type: Class B",Diagnostic imaging technique based on the application of ultrasound.,Ultra-Elite,Ultra-6312,SLA - Gujarat,,"Legal Manufacturing Site : Global Health Solutions Unit, Bangalore",Diagnostic imaging technique based on the application of ultrasound.,1320000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
87,"NovaBio Tech, Phase 8, Industrial Area, Mohali, Punjab",Licence no: MFG/MD/2020/00406 Issued on: 27-MAR-2020,"Ultrasound Diagnostic System, class type: Class B",Diagnostic imaging technique based on the application of ultrasound.,Ultra-Plus,Ultra-9253B,SLA - Gujarat,,"Legal Manufacturing Site : NovaBio Tech Unit, Punjab",Diagnostic imaging technique based on the application of ultrasound.,2920000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
88,"Apex Surgical Imports, 12, GIDC, Makarpura, Vadodara, Gujarat",Licence no: IMP/MD/2021/00258 Issued on: 23-OCT-2021,"Ultrasound Diagnostic System, class type: Class B",Diagnostic imaging technique based on the application of ultrasound.,Ultra-Plus,Ultra-4479,CLA - CDSCO,,"Legal Manufacturing Site : Apex Surgical Imports Unit, Gujarat",Diagnostic imaging technique based on the application of ultrasound.,1180000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
89,"Global Health Solutions, Plot 45, Industrial Area, Peenya, Bangalore",Licence no: MFG/MD/2024/00151 Issued on: 08-FEB-2024,"Ultrasound Diagnostic System, class type: Class B",Diagnostic imaging technique based on the application of ultrasound.,Ultra-Advance,Ultra-1112X,SLA - Gujarat,,"Legal Manufacturing Site : Global Health Solutions Unit, Bangalore",Diagnostic imaging technique based on the application of ultrasound.,2370000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
90,"Zenith Medical Devices, Tower B, BKC, Bandra East, Mumbai, Maharashtra",Licence no: IMP/MD/2022/00434 Issued on: 05-JUN-2022,"Ultrasound Diagnostic System, class type: Class B",Diagnostic imaging technique based on the application of ultrasound.,Ultra-Advance,Ultra-8929,SLA - Delhi,,"Legal Manufacturing Site : Zenith Medical Devices Unit, Maharashtra",Diagnostic imaging technique based on the application of ultrasound.,2570000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
91,"Apex Surgical Imports, 12, GIDC, Makarpura, Vadodara, Gujarat",Licence no: MFG/MD/2018/00987 Issued on: 12-OCT-2018,"Ultrasound Diagnostic System, class type: Class B",Diagnostic imaging technique based on the application of ultrasound.,Ultra-Advance,Ultra-9918,SLA - Karnataka,,"Legal Manufacturing Site : Apex Surgical Imports Unit, Gujarat",Diagnostic imaging technique based on the application of ultrasound.,850000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
